date,City/Place,district,urban_tier,country,property_type,furnishing_status,price,bedrooms,bathrooms,floors,sqft_living,sqft_ground_floor,sqft_above_ground_floor,area_cents,yr_built,yr_renovated,view,condition,distance_city_center_km,distance_school_km,distance_hospital_km,parking,builder_reputation_score,place,nearest_it_park_distance_km,nearest_airport_distance_km,nearest_bus_station_distance_km,nearest_mall_distance_km,school_rating,hospital_rating,crime_index,future_development_score,latitude,longitude
2023-07-31,Mananchira,Palakkad,2,India,Villa,Unfurnished,26853608,5,5.0,3,3589,1196,2393,11.66,2017,0,0.0,2,5.1,4.8,5.5,Yes,6.2,Ottapalam,9.9,73.3,0.6,15.0,9.9,3.6,3.9,5.3,10.80207,76.647056
2024-08-28,Mananchira,Wayanad,2,India,Villa,Semi-Furnished,32947745,4,3.0,2,2836,1418,1418,14.79,2024,0,4.0,5,5.2,5.2,5.0,Yes,6.8,Kalpetta,35.3,75.3,14.2,20.6,7.3,9.7,2.3,3.8,11.659328,76.004238
2024-03-19,Mananchira,Thiruvananthapuram,2,India,Apartment,Fully Furnished,15317750,4,3.0,1,2500,2500,0,27.6,2002,2022,1.0,4,6.3,6.0,6.4,Yes,4.9,Thiruvananthapuram,22.1,10.4,12.7,3.4,4.0,5.3,5.4,2.1,8.613759,76.909299
2025-02-11,Mananchira,Kottayam,2,India,Villa,Fully Furnished,20189474,4,4.0,2,2828,1414,1414,16.18,2020,0,0.0,5,5.0,4.6,4.9,Yes,5.9,Kuravilangad,21.0,70.8,11.2,19.8,3.3,9.7,5.1,5.7,9.554716,76.476671
2023-07-05,Mananchira,Kannur,2,India,Villa,Unfurnished,29770179,5,5.0,2,3250,1625,1625,20.99,2005,0,1.0,3,7.6,6.0,7.1,Yes,5.6,Koothuparamba,43.8,75.7,8.7,8.7,10.0,6.0,7.6,7.2,11.762769,75.363157
2025-01-21,Mananchira,Thiruvananthapuram,2,India,Apartment,Semi-Furnished,9488704,2,2.0,1,1182,1182,0,23.85,1998,0,1.0,3,6.8,6.0,7.0,Yes,6.3,Vizhinjam,38.1,55.9,15.0,22.6,7.4,6.1,3.2,7.9,8.561314,76.883577
2025-05-25,Mananchira,Kannur,2,India,Independent House,Semi-Furnished,11038585,2,2.0,2,1717,858,859,6.29,2017,0,0.0,3,8.0,6.0,7.7,Yes,5.3,Thalassery,26.2,16.3,14.1,3.6,7.2,4.4,6.5,3.0,11.953008,75.340527
2024-06-18,Mananchira,Malappuram,2,India,Villa,Unfurnished,21357545,4,4.0,2,2926,1463,1463,27.67,2024,0,4.0,2,6.3,6.0,6.0,Yes,3.7,Malappuram,23.7,33.3,8.4,24.0,3.3,4.6,8.3,4.9,10.917388,76.189896
2025-02-20,Mananchira,Ernakulam,2,India,Apartment,Fully Furnished,24090128,4,4.0,1,2500,2500,0,28.49,1994,0,0.0,4,6.5,6.0,6.4,Yes,10.0,Edappally,48.0,9.0,6.6,20.9,9.6,4.6,2.6,7.1,9.995877,76.359063
2024-10-13,Mananchira,Pathanamthitta,2,India,Apartment,Fully Furnished,11677032,3,3.0,1,1884,1884,0,24.75,2002,2017,1.0,3,5.7,5.8,5.9,No,4.0,Pandalam,47.8,2.3,19.2,3.4,4.1,7.5,9.5,5.9,9.330949,76.714311
2024-03-31,Mananchira,Kottayam,2,India,Villa,Semi-Furnished,42617282,6,5.0,2,4914,2457,2457,22.47,2005,0,2.0,4,7.7,6.0,7.9,Yes,6.8,Vaikom,35.4,73.8,8.2,26.7,6.8,7.6,1.5,9.7,9.548247,76.602743
2023-04-03,Mananchira,Pathanamthitta,2,India,Independent House,Fully Furnished,44988694,6,5.0,2,4741,2370,2371,33.24,1992,0,4.0,3,7.6,6.0,7.7,Yes,3.3,Ranni,38.1,77.8,4.3,2.7,5.1,6.2,2.2,7.3,9.406817,76.795063
2024-12-17,Mananchira,Thiruvananthapuram,2,India,Apartment,Unfurnished,18222175,4,3.0,1,2500,2500,0,17.32,2020,0,1.0,3,5.7,5.8,6.1,Yes,2.9,Vazhuthacaud,45.0,73.7,19.2,4.5,5.7,5.7,6.9,1.5,8.469825,77.074587
2025-02-20,Mananchira,Malappuram,2,India,Independent House,Fully Furnished,9058903,1,1.0,1,981,981,0,13.6,2025,0,3.0,3,5.4,5.7,5.4,Yes,6.7,Malappuram,48.2,21.8,14.2,6.0,5.3,6.7,2.8,7.5,10.98987,76.106318
2023-10-31,Mananchira,Idukki,2,India,Apartment,Semi-Furnished,7323977,1,1.0,1,893,893,0,9.04,2008,2024,1.0,5,6.0,5.8,6.4,Yes,6.8,Kattappana,4.6,50.4,11.3,6.1,4.8,6.0,6.3,5.1,9.815777,76.991526
2023-12-03,Mananchira,Ernakulam,2,India,Independent House,Semi-Furnished,45639976,6,5.0,1,4439,4439,0,27.3,1991,0,3.0,3,6.0,6.0,6.0,Yes,8.8,Infopark,49.9,41.0,15.4,27.5,4.8,4.0,3.2,7.9,9.904364,76.260027
2023-09-14,Mananchira,Ernakulam,2,India,Independent House,Unfurnished,36255725,6,5.0,1,4851,4851,0,25.1,2003,0,2.0,3,7.9,6.0,7.6,No,7.2,Angamaly,35.3,40.7,4.6,12.6,3.6,9.8,4.9,1.2,9.929816,76.342979
2024-04-19,Mananchira,Idukki,2,India,Villa,Semi-Furnished,24775807,4,4.0,2,2799,1400,1399,28.88,2005,0,4.0,2,6.6,6.0,6.3,Yes,6.2,Kattappana,29.8,35.4,11.2,5.3,3.2,7.5,6.3,8.0,9.863057,77.040416
2024-03-08,Mananchira,Pathanamthitta,2,India,Villa,Fully Furnished,13754778,3,3.0,3,2027,676,1351,8.76,2023,0,0.0,5,5.5,5.3,5.7,Yes,4.8,Konni,21.0,75.4,5.6,16.7,5.8,4.4,3.0,3.1,9.193939,76.773324
2024-08-21,Mananchira,Thiruvananthapuram,2,India,Independent House,Semi-Furnished,14734838,4,3.0,2,2580,1290,1290,14.69,2001,2021,1.0,2,7.6,6.0,7.2,No,9.2,Attingal,17.2,63.7,17.3,22.4,3.6,4.7,5.3,1.8,8.570003,77.008696
2023-08-23,Mananchira,Pathanamthitta,2,India,Independent House,Fully Furnished,27701903,6,5.0,2,4588,2294,2294,16.52,2014,0,3.0,2,5.7,5.3,5.7,Yes,8.2,Pandalam,40.3,68.1,2.9,29.4,5.4,9.2,9.2,2.2,9.144337,76.815424
2024-12-30,Mananchira,Palakkad,2,India,Independent House,Semi-Furnished,11339959,2,2.0,2,1406,703,703,17.43,1987,0,1.0,5,5.2,5.4,5.5,Yes,4.3,Shoranur,32.9,4.7,4.5,18.1,4.7,4.3,2.7,9.7,10.71494,76.722744
2024-05-03,Mananchira,Alappuzha,2,India,Villa,Semi-Furnished,27323179,6,5.0,3,4159,1386,2773,14.64,2009,0,3.0,3,5.0,5.2,5.2,Yes,6.6,Haripad,10.4,34.1,5.0,4.0,6.5,7.5,9.5,5.0,9.63884,76.121047
2025-01-22,Mananchira,Idukki,2,India,Independent House,Unfurnished,28130677,5,5.0,2,3734,1867,1867,21.9,2006,0,4.0,4,5.8,6.0,5.7,Yes,6.8,Peerumade,30.7,48.6,8.9,4.2,7.4,7.2,4.2,5.8,9.797524,76.991102
2024-12-22,Mananchira,Kollam,2,India,Apartment,Fully Furnished,11712710,2,2.0,1,1209,1209,0,21.01,2024,0,1.0,2,7.8,6.0,7.6,No,5.9,Kollam,7.5,53.4,2.8,27.8,5.7,6.6,1.0,5.1,8.889692,76.665172
2024-07-10,Mananchira,Kollam,2,India,Villa,Semi-Furnished,15918092,3,3.0,3,2004,668,1336,13.55,1999,0,2.0,5,6.3,6.0,6.8,Yes,7.9,Karunagappally,25.1,71.8,11.0,23.1,6.2,3.7,4.9,3.2,8.896325,76.547621
2023-08-16,Mananchira,Ernakulam,2,India,Villa,Unfurnished,34912810,6,5.0,3,4517,1506,3011,31.3,2015,2024,0.0,2,5.1,5.6,5.2,Yes,8.0,Kochi,29.4,15.0,14.7,4.9,9.9,9.6,9.9,8.5,9.898374,76.194917
2024-05-19,Mananchira,Kozhikode,2,India,Independent House,Semi-Furnished,18546145,3,3.0,2,2391,1196,1195,24.15,1987,0,4.0,3,5.5,5.0,5.7,Yes,6.2,Mukkam,32.0,9.0,0.4,23.9,6.1,3.5,3.2,8.1,11.20058,75.734792
2023-05-28,Mananchira,Alappuzha,2,India,Apartment,Unfurnished,18139441,4,3.0,1,2500,2500,0,16.79,2020,0,4.0,4,6.0,6.0,6.0,Yes,6.0,Chengannur,7.7,71.7,17.8,3.4,5.9,8.3,1.0,2.7,9.5207,76.317462
2024-05-18,Mananchira,Malappuram,2,India,Villa,Unfurnished,45571757,6,5.0,3,4683,1561,3122,13.69,2008,0,0.0,3,7.3,6.0,7.5,Yes,9.2,Tirur,5.2,41.5,17.1,11.5,7.0,7.7,4.2,5.6,10.987928,75.999255
2024-12-14,Mananchira,Wayanad,2,India,Independent House,Unfurnished,28503066,5,5.0,2,3697,1848,1849,25.15,2014,0,2.0,5,6.2,5.8,6.7,Yes,8.2,Pulpally,13.3,44.1,1.2,1.1,3.2,5.5,4.2,2.7,11.62379,76.084877
2024-07-05,Mananchira,Thrissur,2,India,Villa,Fully Furnished,9938703,2,2.0,2,1497,748,749,10.65,1988,0,2.0,3,5.5,5.2,5.1,No,6.6,Kunnamkulam,30.5,71.4,1.6,29.3,6.4,9.5,4.8,3.2,10.46015,76.263849
2023-07-28,Mananchira,Kottayam,2,India,Independent House,Fully Furnished,19240912,4,3.0,3,3045,1015,2030,21.89,1987,0,3.0,2,6.8,6.0,6.9,Yes,3.6,Kuravilangad,46.6,60.5,11.6,10.5,3.3,4.4,7.8,3.3,9.699444,76.425915
2024-02-03,Mananchira,Ernakulam,2,India,Independent House,Semi-Furnished,13385175,3,3.0,2,2006,1003,1003,11.24,1992,2009,4.0,5,5.8,6.0,6.0,Yes,7.1,North Paravur,39.1,59.0,6.4,4.2,4.9,8.4,6.5,4.0,10.06954,76.345459
2024-08-24,Mananchira,Kottayam,2,India,Independent House,Fully Furnished,51505332,6,5.0,2,4999,2500,2499,31.86,2023,0,3.0,5,5.5,6.0,5.2,Yes,7.8,Erattupetta,37.4,16.5,9.9,24.4,8.5,9.2,1.8,8.8,9.604389,76.642133
2023-01-18,Mananchira,Kasaragod,2,India,Villa,Semi-Furnished,9806083,2,2.0,1,1246,1246,0,5.24,2012,2022,2.0,5,6.5,6.0,6.9,Yes,1.5,Cheruvathur,16.8,50.5,11.4,12.8,4.4,4.7,6.4,5.4,12.486379,75.022152
2025-05-25,Mananchira,Idukki,2,India,Independent House,Semi-Furnished,9122442,2,1.0,1,1717,1717,0,6.29,2017,0,0.0,3,7.3,6.0,7.0,Yes,7.0,Adimali,6.0,37.1,12.8,18.8,6.4,8.6,9.9,3.4,9.859898,76.973948
2023-04-29,Mananchira,Palakkad,2,India,Apartment,Unfurnished,18778600,4,4.0,1,2500,2500,0,9.61,2018,0,0.0,3,5.7,5.8,6.1,No,5.7,Pattambi,44.7,49.7,14.7,25.9,7.9,5.0,6.0,9.2,10.81672,76.653714
2023-09-20,Mananchira,Thiruvananthapuram,2,India,Villa,Fully Furnished,29474150,5,5.0,2,3477,1738,1739,11.36,2006,0,2.0,5,5.3,5.3,5.1,No,6.1,Vazhuthacaud,25.3,46.9,17.2,8.2,9.8,5.0,5.8,4.5,8.557289,76.886414
2024-10-13,Mananchira,Thiruvananthapuram,2,India,Villa,Semi-Furnished,16183082,3,2.0,2,2222,1111,1111,8.91,1987,2008,4.0,3,6.1,5.7,6.1,No,4.9,Ulloor,5.5,4.0,12.2,16.4,7.5,8.6,8.0,1.8,8.468914,76.886051
2024-11-09,Mananchira,Kollam,2,India,Apartment,Semi-Furnished,19986042,4,3.0,1,2500,2500,0,15.73,2000,0,1.0,5,5.5,5.5,5.5,Yes,6.2,Pathanapuram,27.0,28.8,2.3,5.4,9.2,5.7,3.9,6.0,8.860816,76.671063
2023-05-12,Mananchira,Malappuram,2,India,Apartment,Unfurnished,19553675,4,3.0,1,2500,2500,0,11.56,1994,0,3.0,3,7.8,6.0,7.6,Yes,9.0,Edappal,33.9,37.7,2.9,25.6,4.4,6.6,8.7,6.1,11.003024,76.132197
2023-10-13,Mananchira,Kannur,2,India,Villa,Unfurnished,16099933,3,3.0,2,2245,1122,1123,15.53,1985,0,2.0,2,5.0,5.4,4.8,Yes,5.7,Payyannur,16.3,41.0,12.4,10.0,3.5,6.6,3.9,4.7,11.891236,75.334686
2023-05-01,Mananchira,Kollam,2,India,Villa,Fully Furnished,37875176,6,5.0,1,4865,4865,0,29.02,2002,0,3.0,5,5.7,5.4,6.1,No,8.2,Punalur,1.0,9.8,14.2,14.9,6.4,9.6,6.4,4.9,8.994735,76.648889
2023-05-01,Mananchira,Kollam,2,India,Apartment,Unfurnished,24391490,4,3.0,1,2500,2500,0,10.57,2014,0,3.0,5,6.5,6.0,6.2,Yes,5.0,Chavara,31.3,72.1,15.1,21.9,7.0,8.8,1.6,7.3,8.890143,76.583509
2025-03-10,Mananchira,Kottayam,2,India,Apartment,Unfurnished,10857583,2,2.0,1,1274,1274,0,23.96,2024,0,1.0,2,7.0,6.0,6.5,Yes,7.9,Vaikom,2.5,28.1,10.5,27.2,5.3,4.8,5.8,6.2,9.597498,76.397637
2025-02-20,Mananchira,Palakkad,2,India,Apartment,Fully Furnished,22004136,4,4.0,1,2500,2500,0,28.49,1994,0,0.0,4,8.0,6.0,8.0,Yes,6.5,Mannarkkad,21.9,40.2,12.1,10.8,8.0,4.1,4.9,5.6,10.714003,76.687001
2024-12-30,Mananchira,Ernakulam,2,India,Independent House,Semi-Furnished,7162600,2,2.0,1,1406,1406,0,17.43,1987,0,1.0,5,5.2,5.7,5.1,Yes,7.1,Kothamangalam,41.3,53.8,19.5,3.0,6.9,3.3,9.5,3.4,9.853366,76.23019
2024-07-03,Mananchira,Kollam,2,India,Villa,Semi-Furnished,24198787,4,4.0,1,2970,2970,0,27.23,1998,0,1.0,3,5.3,5.6,5.3,Yes,6.5,Kottarakkara,49.9,58.1,7.1,16.0,7.1,6.0,4.9,9.8,8.858596,76.822292
2024-07-01,Mananchira,Alappuzha,2,India,Independent House,Semi-Furnished,11910740,2,2.0,2,1492,746,746,18.11,2003,0,3.0,2,5.5,5.7,5.7,Yes,7.7,Kuttanad,18.8,31.5,4.4,0.9,9.3,9.6,4.3,6.3,9.543899,76.417787
2024-11-12,Mananchira,Palakkad,2,India,Villa,Fully Furnished,15076724,3,2.0,2,1972,986,986,26.25,1995,0,2.0,2,5.3,4.9,5.5,No,1.9,Shoranur,1.5,12.1,19.4,12.1,4.2,7.0,3.8,9.6,10.715588,76.678964
2025-04-14,Mananchira,Kozhikode,2,India,Villa,Fully Furnished,22125271,5,4.0,2,3447,1724,1723,30.18,1992,0,3.0,5,6.1,6.0,5.8,Yes,3.9,Beypore,24.9,18.2,18.4,12.5,5.3,5.9,9.5,5.4,11.119186,75.753551
2025-03-07,Mananchira,Palakkad,2,India,Independent House,Fully Furnished,14768176,3,2.0,3,1872,624,1248,21.16,2019,0,2.0,2,6.6,6.0,6.4,Yes,7.3,Cherpulassery,14.2,14.9,0.3,14.2,8.3,7.5,6.9,2.0,10.820429,76.536594
2024-07-01,Mananchira,Palakkad,2,India,Independent House,Unfurnished,6675784,2,2.0,2,1057,528,529,20.41,2008,0,3.0,2,5.9,6.0,5.7,Yes,2.8,Chittur,44.7,21.0,8.2,12.5,6.5,6.1,6.6,2.3,10.811451,76.688086
2024-02-03,Mananchira,Malappuram,2,India,Independent House,Semi-Furnished,16365011,3,3.0,3,2006,669,1337,11.24,1992,2009,4.0,5,6.2,6.0,6.2,Yes,5.5,Kondotty,35.7,49.1,14.7,22.3,9.2,6.6,2.2,6.8,10.9918,76.013216
2024-03-06,Mananchira,Wayanad,2,India,Apartment,Semi-Furnished,16899962,4,4.0,1,2500,2500,0,25.87,2010,0,1.0,3,7.6,6.0,7.3,Yes,6.4,Meenangadi,20.5,43.8,3.7,7.5,4.1,7.8,9.9,3.2,11.622781,76.102244
2023-09-19,Mananchira,Thiruvananthapuram,2,India,Apartment,Fully Furnished,21598107,4,4.0,1,2500,2500,0,22.63,1995,0,2.0,3,6.7,6.0,6.7,Yes,5.0,Ulloor,38.2,15.2,0.8,15.8,6.2,9.2,2.4,3.5,8.494658,76.980769
2024-05-28,Mananchira,Ernakulam,2,India,Apartment,Fully Furnished,6772130,1,1.0,1,820,820,0,15.31,2009,0,4.0,3,5.5,5.6,5.7,Yes,5.3,Kothamangalam,17.4,55.2,0.9,10.1,8.4,6.3,8.1,5.6,9.937248,76.41817
2024-08-02,Mananchira,Alappuzha,2,India,Villa,Unfurnished,29507213,6,5.0,2,3997,1998,1999,10.76,2008,2015,2.0,3,5.9,5.9,6.3,No,7.0,Ambalappuzha,26.3,7.0,11.4,18.8,7.4,5.4,9.6,4.4,9.61759,76.348896
2023-08-07,Mananchira,Wayanad,2,India,Villa,Semi-Furnished,28754653,6,5.0,1,3859,3859,0,20.47,1997,2018,0.0,2,5.6,5.3,5.5,Yes,8.3,Pulpally,46.2,72.9,4.8,12.9,4.0,9.5,2.5,5.2,11.652429,76.087337
2023-01-01,Mananchira,Wayanad,2,India,Villa,Fully Furnished,14486177,3,3.0,1,2233,2233,0,25.25,2023,0,3.0,5,5.3,5.0,5.7,Yes,4.8,Pulpally,10.4,46.2,5.3,6.6,7.9,9.1,8.5,2.7,11.705341,76.169337
2025-03-15,Mananchira,Kasaragod,2,India,Independent House,Semi-Furnished,23258225,5,5.0,2,3272,1636,1636,21.12,1987,0,2.0,5,5.9,5.4,5.9,Yes,5.5,Kasaragod,16.0,48.1,0.5,18.0,6.8,8.8,4.5,3.7,12.48392,74.95855
2025-04-02,Mananchira,Pathanamthitta,2,India,Apartment,Fully Furnished,17104127,4,4.0,1,2500,2500,0,7.13,2001,2017,0.0,4,7.2,6.0,6.9,No,5.2,Thiruvalla,44.3,24.3,14.6,7.8,9.8,4.3,4.1,3.8,9.288219,76.795523
2023-10-28,Mananchira,Kollam,2,India,Villa,Unfurnished,19754868,4,5.0,3,2627,876,1751,28.81,2008,0,4.0,3,7.3,6.0,7.0,Yes,2.1,Karunagappally,23.4,41.9,16.9,12.2,7.4,8.6,2.9,4.4,8.84423,76.599043
2023-12-31,Mananchira,Malappuram,2,India,Independent House,Semi-Furnished,23329535,4,4.0,2,3062,1531,1531,28.57,2017,0,4.0,5,7.7,6.0,7.2,Yes,6.8,Ponnani,16.2,35.2,14.7,12.8,5.2,6.6,6.2,3.2,10.991578,76.019867
2023-12-20,Mananchira,Ernakulam,2,India,Independent House,Unfurnished,12245047,2,2.0,1,1146,1146,0,7.6,1985,0,3.0,3,5.9,6.0,5.7,Yes,8.2,Panampilly Nagar,2.3,76.2,2.9,27.0,6.8,4.2,1.5,4.5,9.979602,76.244026
2023-02-19,Mananchira,Thrissur,2,India,Independent House,Semi-Furnished,11537251,2,2.0,2,1537,768,769,14.29,2021,0,1.0,2,7.7,6.0,7.8,Yes,8.3,Thrissur,21.2,7.9,19.2,22.3,3.9,9.4,5.5,6.2,10.46136,76.293657
2025-05-25,Mananchira,Idukki,2,India,Independent House,Semi-Furnished,10532012,2,1.0,1,1717,1717,0,6.29,2017,0,0.0,3,6.9,6.0,7.4,Yes,4.9,Kattappana,25.3,37.8,19.3,19.1,8.2,3.4,9.8,3.6,9.818624,77.117469
2025-01-20,Mananchira,Alappuzha,2,India,Independent House,Fully Furnished,5303261,1,1.0,1,677,677,0,15.39,1992,2023,4.0,5,5.8,6.0,5.5,Yes,4.2,Cherthala,20.6,63.7,5.3,3.8,9.0,5.5,6.8,6.3,9.540131,76.264344
2024-01-20,Mananchira,Malappuram,2,India,Independent House,Unfurnished,28976021,6,5.0,2,4171,2086,2085,24.78,2010,0,3.0,4,5.9,6.0,5.4,Yes,6.5,Tirur,14.2,44.5,19.7,9.6,7.1,9.2,4.6,2.7,11.132781,76.02267
2024-01-22,Mananchira,Thiruvananthapuram,2,India,Independent House,Semi-Furnished,5915876,1,1.0,1,705,705,0,20.32,2018,0,3.0,3,5.8,6.0,5.4,Yes,8.0,Kilimanoor,18.8,46.1,9.0,2.0,7.0,9.6,2.9,8.5,8.677868,76.958095
2023-11-23,Mananchira,Kozhikode,2,India,Independent House,Unfurnished,20724350,5,4.0,3,3390,1130,2260,21.54,2024,0,3.0,2,7.9,6.0,7.8,Yes,6.8,Ramanattukara,32.3,73.1,1.0,16.4,3.8,9.8,7.0,1.7,11.303405,75.782476
2024-07-05,Mananchira,Kannur,2,India,Villa,Fully Furnished,11181041,2,2.0,1,1497,1497,0,10.65,1988,0,2.0,3,5.8,6.0,5.7,No,7.0,Mattannur,44.6,31.3,11.6,4.0,4.3,5.3,6.4,4.6,11.891271,75.351671
2023-01-28,Mananchira,Kozhikode,2,India,Independent House,Fully Furnished,26811478,4,3.0,2,2817,1408,1409,10.9,1990,0,1.0,5,8.0,6.0,8.0,Yes,8.6,Koyilandy,32.7,2.2,10.6,1.4,9.7,7.7,1.1,5.0,11.185935,75.807174
2025-04-06,Mananchira,Thiruvananthapuram,2,India,Independent House,Semi-Furnished,12795051,2,2.0,1,1434,1434,0,26.11,1999,0,4.0,5,6.1,5.9,5.7,Yes,5.2,Vizhinjam,32.5,74.2,17.2,11.0,5.8,5.1,6.7,9.1,8.601984,76.844749
2024-12-05,Mananchira,Kollam,2,India,Villa,Fully Furnished,23312671,4,4.0,2,2600,1300,1300,8.97,2024,0,2.0,4,7.3,6.0,7.1,Yes,6.1,Punalur,40.9,4.6,7.2,22.5,8.4,8.2,7.2,8.7,9.013238,76.638091
2023-03-21,Mananchira,Kannur,2,India,Apartment,Semi-Furnished,6012913,1,1.0,1,776,776,0,24.55,2025,0,1.0,2,6.8,6.0,7.3,Yes,9.4,Iritty,8.7,64.2,15.4,13.1,9.2,7.3,8.6,3.1,11.835047,75.333618
2025-03-10,Mananchira,Thrissur,2,India,Apartment,Unfurnished,9158433,2,2.0,1,1274,1274,0,23.96,2024,0,1.0,2,5.5,5.9,5.4,Yes,6.1,Wadakkanchery,15.4,12.9,15.8,3.1,3.6,8.5,5.1,2.0,10.669133,76.285098
2024-10-14,Mananchira,Kozhikode,2,India,Villa,Fully Furnished,26790127,4,4.0,2,2717,1358,1359,9.8,1988,0,4.0,3,7.3,6.0,6.8,Yes,4.2,Balussery,3.0,3.6,0.9,16.4,9.2,7.4,5.9,8.8,11.351204,75.759915
2024-12-22,Mananchira,Kottayam,2,India,Independent House,Fully Furnished,9808822,2,2.0,2,1281,640,641,13.5,2021,0,0.0,4,5.9,5.8,5.4,Yes,5.3,Kumarakom,17.8,29.7,13.5,13.8,4.2,4.2,4.5,9.2,9.634441,76.54795
2024-11-09,Mananchira,Kannur,2,India,Apartment,Semi-Furnished,20429385,4,3.0,1,2500,2500,0,15.73,2000,0,1.0,5,5.1,5.3,5.4,Yes,4.8,Taliparamba,49.9,69.4,9.7,28.8,8.4,3.8,4.3,9.6,11.856028,75.378741
2023-08-04,Mananchira,Pathanamthitta,2,India,Apartment,Fully Furnished,17419010,4,4.0,1,2500,2500,0,22.77,1987,2019,1.0,5,7.2,6.0,7.5,Yes,7.1,Kozhencherry,16.8,4.9,4.2,4.5,4.9,6.1,4.1,4.6,9.348804,76.917967
2024-09-27,Mananchira,Palakkad,2,India,Apartment,Semi-Furnished,17452458,4,4.0,1,2500,2500,0,16.53,2003,2021,3.0,4,5.7,5.4,5.6,Yes,4.9,Shoranur,43.1,22.5,8.5,20.6,8.9,8.6,6.5,7.2,10.75988,76.544955
2024-03-10,Mananchira,Ernakulam,2,India,Villa,Unfurnished,12781385,2,3.0,2,1599,800,799,13.04,2008,0,3.0,2,5.0,4.9,4.5,Yes,7.0,North Paravur,4.7,23.8,17.2,21.8,6.2,4.2,2.8,8.7,10.111487,76.422493
2025-03-04,Mananchira,Kottayam,2,India,Villa,Fully Furnished,9248542,2,2.0,2,1185,592,593,10.33,1988,2021,3.0,3,5.3,5.1,5.5,Yes,5.2,Ettumanoor,23.3,9.4,13.9,25.5,6.3,7.1,6.3,9.1,9.622031,76.66341
2024-10-22,Mananchira,Malappuram,2,India,Villa,Unfurnished,11451066,3,4.0,2,1821,910,911,15.21,2025,0,0.0,5,5.6,5.9,5.7,Yes,2.7,Edappal,17.9,9.2,12.6,25.5,7.1,7.1,9.1,3.2,11.066209,76.007275
2023-06-13,Mananchira,Thiruvananthapuram,2,India,Apartment,Unfurnished,17427586,4,4.0,1,2500,2500,0,23.26,2021,0,1.0,5,7.7,6.0,8.0,Yes,7.1,Pattom,10.5,72.8,1.8,12.4,9.0,4.5,8.3,5.9,8.41503,76.834265
2024-12-14,Mananchira,Ernakulam,2,India,Independent House,Unfurnished,30567369,5,5.0,2,3697,1848,1849,25.15,2014,0,2.0,5,5.3,4.9,5.1,Yes,6.8,Kaloor,18.9,56.2,13.4,22.6,5.1,5.0,5.4,8.4,9.980365,76.2527
2024-01-20,Mananchira,Idukki,2,India,Independent House,Unfurnished,27935856,6,5.0,2,4171,2086,2085,24.78,2010,0,3.0,4,5.2,4.7,5.1,Yes,7.4,Munnar,32.7,26.3,15.2,12.1,9.8,7.9,7.2,1.1,9.803692,76.961447
2024-08-20,Mananchira,Pathanamthitta,2,India,Apartment,Semi-Furnished,17653500,3,3.0,1,2253,2253,0,10.08,1995,0,0.0,4,6.5,6.0,6.3,Yes,5.3,Thiruvalla,24.8,20.6,19.0,26.9,8.8,9.8,9.9,9.5,9.328638,76.746239
2023-01-14,Mananchira,Wayanad,2,India,Apartment,Semi-Furnished,19757880,4,3.0,1,2500,2500,0,7.54,1993,2021,1.0,5,6.4,6.0,6.7,Yes,5.1,Pulpally,42.3,5.3,16.0,21.3,5.7,8.7,8.6,8.4,11.622769,76.091519
2023-04-21,Mananchira,Kasaragod,2,India,Independent House,Semi-Furnished,22117157,4,4.0,1,2646,2646,0,18.15,1987,0,0.0,2,5.4,5.0,5.2,No,7.2,Uppala,45.3,30.0,1.8,1.7,3.2,8.0,1.6,4.4,12.573674,74.984399
2023-07-25,Mananchira,Thrissur,2,India,Independent House,Semi-Furnished,11529185,3,2.0,2,1916,958,958,5.96,2003,0,0.0,3,5.8,6.0,6.2,Yes,9.2,Ayyanthole,24.4,25.5,18.9,6.1,4.2,6.9,9.4,3.6,10.542393,76.334242
2023-11-17,Mananchira,Ernakulam,2,India,Independent House,Semi-Furnished,17009129,4,4.0,2,2557,1278,1279,12.28,1991,0,2.0,2,5.2,5.0,5.6,Yes,6.5,Kothamangalam,49.1,73.5,15.9,27.2,6.9,3.6,5.9,4.1,10.207462,76.341231
2023-05-08,Mananchira,Kottayam,2,India,Villa,Semi-Furnished,22523607,4,4.0,3,2879,960,1919,15.32,2016,0,2.0,5,7.3,6.0,7.1,Yes,7.3,Kumarakom,4.1,19.2,0.3,17.1,8.8,6.8,4.3,5.3,9.633309,76.425238
2024-10-16,Mananchira,Ernakulam,2,India,Apartment,Fully Furnished,7969402,2,1.0,1,1054,1054,0,18.65,2003,2016,1.0,5,5.3,5.5,5.6,Yes,5.9,Thrippunithura,14.2,33.6,14.3,23.4,9.6,8.0,7.4,6.7,10.009481,76.29496
2024-11-11,Mananchira,Ernakulam,2,India,Independent House,Fully Furnished,21241913,3,2.0,3,2447,816,1631,15.71,2024,0,0.0,5,5.0,4.6,4.6,Yes,3.7,Muvattupuzha,21.1,55.2,6.2,25.6,5.7,4.7,9.0,8.8,10.05138,76.258652
2025-04-04,Mananchira,Idukki,2,India,Apartment,Fully Furnished,19340161,4,3.0,1,2500,2500,0,11.1,1997,0,0.0,5,7.8,6.0,8.0,Yes,8.2,Peerumade,29.3,27.1,12.2,1.9,3.3,4.6,3.6,9.3,9.866057,77.018419
